ID,Name,Title,Description,Image URL,PDF Links,Category,Product Type,Chemistry,Chemistry Confidence,Industry,Specifications,Technical Data,HTML Content
"r529","R529 – STRUCTURAL ANCHORING EPOXY","R529 – STRUCTURAL ANCHORING EPOXY","ForzaBOND™ R529 anchor system is a pure epoxy mortar with ETA-option 1 approval, for use in cracked and untracked concrete and is approved to the highest international standards.","/product-images/r529.png","","BOND","Resin","Epoxy","High","industrial","{""type"":""Structural Anchoring Epoxy"",""viscosity"":""Thick Paste"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""15 minutes"",""cureTime"":""6-12 hours"",""temperatureRange"":""-40°F to +250°F"",""substrates"":[""Concrete"",""Steel"",""Masonry"",""Stone"",""Metal""],""applications"":[""Structural Anchoring"",""Concrete Repair"",""Heavy Equipment"",""Construction""],""features"":[""Structural Strength"",""High Load Capacity"",""Chemical Resistant"",""Weather Resistant""],""certifications"":[""Structural Anchor"",""High Load""],""packaging"":[""400 ml Dual Cartridge"",""1 Gallon Kit"",""5 Gallon Kit""]}","{""density"":""13.5 lbs/gal"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""18 months"",""storageConditions"":""Store at 40-80°F, keep container sealed""}",""
"s228","S228 – ADHESIVE PRIMER AND PROMOTER","S228 – TAPE PRIMER AND ADHESION PROMOTER","ForzaBOND™ S228 is a primer to increase adhesive performance.","/product-images/s228.png","/TDS/3. Transportation/T-S596 (S228)/FOR EMAIL FORZA_V4_T-S596_TDS_Transportation_1.9.25.pdf","BOND","Tape","Acrylic (incl. PSA)","Medium","industrial","{""type"":""Adhesive Primer and Promoter"",""viscosity"":""Low Viscosity Liquid"",""solids"":""15-20%"",""flashPoint"":"">150°F"",""potLife"":""4 hours"",""cureTime"":""10-15 minutes"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Ceramic"",""Difficult Surfaces""],""applications"":[""Surface Preparation"",""Automotive Assembly"",""Electronics"",""Industrial Bonding""],""features"":[""Surface Preparation"",""Enhanced Adhesion"",""Fast Drying"",""Versatile""],""certifications"":[""Surface Preparation"",""Adhesion Promoter""],""packaging"":[""1 Quart"",""1 Gallon"",""5 Gallon""]}","{""density"":""7.5 lbs/gal"",""pH"":""6.0-7.0"",""color"":""Clear to Amber"",""odor"":""Mild"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container closed""}",""
"fc-car","FC-CAR – CITRUS-BASED ADHESIVE REMOVER / CLEANER","FC-CAR – CITRUS-BASED ADHESIVE REMOVER / CLEANER","ForzaCLEAN™ FC-CAR As part of our Cleaners range, FC-CAR is suitable for use on most surfaces.","/product-images/fc-car.png","","BOND","Adhesive","Acrylic (incl. PSA)","Medium","industrial","{""type"":""Adhesive Remover and Cleaner"",""viscosity"":""Liquid"",""solids"":""0%"",""flashPoint"":"">150°F"",""potLife"":""Unlimited"",""cureTime"":""N/A"",""temperatureRange"":""40°F to +120°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fabric""],""applications"":[""Adhesive Removal"",""Surface Cleaning"",""Equipment Maintenance"",""Surface Preparation""],""features"":[""Citrus Based"",""Safe Handling"",""Effective Removal"",""Low Toxicity""],""certifications"":[""Safe Handling"",""Low Toxicity""],""packaging"":[""16 oz Spray"",""1 Gallon"",""5 Gallon""]}","{""density"":""7.8 lbs/gal"",""pH"":""6.5-7.5"",""color"":""Clear to Amber"",""odor"":""Citrus"",""shelfLife"":""24 months"",""storageConditions"":""Store at 40-80°F, keep container closed""}",""
"m-os789","M-OS789 – MULTI-PURPOSE HYBRID POLYMER SEALANT","M-OS789 NON-HAZARDOUS, HIGH-STRENGTH, SINGLE-PART, MOISTURE CURE SEALANT","ForzaSEAL™ M-OS789 is a non-hazardous, high-strength, single-part moisture cure sealant.","/product-images/m-os789.png","/TDS/2. Marine/M-OS789 (OS2)/TDS/FOR EMAIL FORZA_V7_M-OS789_TDS Industrial Sausage_1_31_24.pdf; /TDS/2. Marine/M-OS789 (OS2)/TDS/FORZA_V7_M-OS789_TDS Industrial Sausage_1_31_24.pdf","SEAL","Sealant","Modified Silane (MS Polymer/ Hybrid Polymer)","Medium","marine","{""type"":""Hybrid Polymer Sealant"",""viscosity"":""Thixotropic Paste"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Fiberglass""],""applications"":[""Marine Sealing"",""Boat Hulls"",""Deck Sealing"",""Marine Equipment"",""Offshore Structures""],""features"":[""Marine Grade"",""Salt Water Resistant"",""UV Stable"",""Flexible"",""Weather Resistant""],""certifications"":[""Marine Approved"",""VOC Compliant""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon""]}","{""density"":""12.8 lbs/gal"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 40-80°F, keep container sealed""}",""
"m-os796","M-OS796 – FAST-SKIN MULTI-PURPOSE HYBRID POLYMER SEALANT","M-OS796 FAST-SKIN MULTI-PURPOSE HYBRID POLYMER SEALANT","ForzaSEAL™ M-OS796 is a non-hazardous, moisture cure sealant.","/product-images/m-os796.png","/TDS/2. Marine/M-OS796 (OS16)/TDS/FOR EMAIL FORZA_V4_M-OS796_TDS_Marine_6-26-24.pdf; /TDS/2. Marine/M-OS796 (OS16)/TDS/FORZA_V4_M-OS796_TDS_Marine_6-26-24.pdf","SEAL","Sealant","Modified Silane (MS Polymer/ Hybrid Polymer)","Medium","marine","{""type"":""Fast-Skin Hybrid Polymer Sealant"",""viscosity"":""Thixotropic Paste"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""20 minutes"",""cureTime"":""12-48 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Fiberglass""],""applications"":[""Marine Sealing"",""Boat Hulls"",""Deck Sealing"",""Marine Equipment"",""Offshore Structures""],""features"":[""Fast Skin"",""Marine Grade"",""Salt Water Resistant"",""UV Stable"",""Quick Cure""],""certifications"":[""Marine Approved"",""VOC Compliant""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon""]}","{""density"":""12.5 lbs/gal"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 40-80°F, keep container sealed""}",""
"m-t815","M-T815 – DOUBLE-COATED ULTRA HIGH-BOND ACRYLIC FOAM TAPE","M-T815 ULTRA-HIGH BOND DOUBLE-COATED ACRYLIC FOAM TAPE","ForzaTAPE® M-T815 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","/product-images/m-t815.png","/TDS/2. Marine/M-T815 (T215)/FOR EMAIL FORZA _V2_M-T815_TDSTape_6.26.24.pdf; /TDS/2. Marine/M-T815 (T215)/FORZA _V2_M-T815_TDSTape_6.26.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","Medium","marine","{""type"":""Double-Coated Acrylic Foam Tape"",""thickness"":""0.062\"" - 0.125\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Marine Assembly"",""Automotive Assembly"",""Industrial Bonding"",""Equipment Mounting""],""features"":[""Ultra High Bond"",""Marine Grade"",""Salt Water Resistant"",""UV Stable"",""Pressure Sensitive""],""certifications"":[""Marine Approved"",""Automotive Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""60+ oz/in"",""shearStrength"":""100+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"m-t820","M-T820 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","M-T820 ULTRA-HIGH BOND DOUBLE-COATED ACRYLIC FOAM TAPE","ForzaTAPE® M-T820 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","/product-images/m-t820.png","/TDS/2. Marine/M-T820 (T220)/FOR EMAIL FORZA _V3_M-T820_TDSTape_6.26.24.pdf; /TDS/2. Marine/M-T820 (T220)/FORZA _V3_M-T820_TDSTape_6.26.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","Medium","marine","{""type"":""Double-Coated Acrylic Foam Tape"",""thickness"":""0.062\"" - 0.125\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Marine Assembly"",""Automotive Assembly"",""Industrial Bonding"",""Equipment Mounting""],""features"":[""Ultra High Bond"",""Marine Grade"",""Salt Water Resistant"",""UV Stable"",""Pressure Sensitive""],""certifications"":[""Marine Approved"",""Automotive Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""60+ oz/in"",""shearStrength"":""100+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"cc501","CC501 – LOW VOC, CA COMPLIANT, AGGRESSIVE, FAST DRYING PRESSURE SENSITIVE ADHESIVE","CC501 – LOW VOC, CA COMPLIANT, AGGRESSIVE, AND FAST DRYING PRESSURE SENSITIVE ADHESIVE","ForzaBOND™ CC501 is a Low VOC, CA Compliant, aggressive, and fast-drying, pressure sensitive adhesive designed to bond a vast range of substrates.","/product-images/cc501.png","/TDS/7. Construction/CC501 (IC946)/TDS/FOR EMAIL FORZA_V1_CC501_TDS Construction Canister_Aerosol 1_18_24.pdf; /TDS/7. Construction/CC501 (IC946)/TDS/FORZA_V1_CC501_TDS Construction Canister_Aerosol 1_18_24.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""Pressure Sensitive Adhesive"",""viscosity"":""500-800 cps"",""solids"":""25-35%"",""flashPoint"":"">150°F"",""potLife"":""4 hours"",""cureTime"":""2-4 hours"",""temperatureRange"":""-20°F to +180°F"",""substrates"":[""Wood"",""Metal"",""Plastic"",""Fabric"",""Paper""],""applications"":[""Construction Bonding"",""Industrial Assembly"",""Furniture Manufacturing"",""Packaging""],""features"":[""Low VOC"",""CA Compliant"",""Fast Drying"",""Aggressive Bond""],""certifications"":[""CA Compliant"",""VOC Compliant""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""7.8 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"cc507","CC507 – HIGH-TEMP STYRENE SAFE PRESSURE SENSITIVE ADHESIVE","CC507 – HIGH TEMP STYRENE SAFE PRESSURE SENSITIVE ADHESIVE","ForzaBOND™ CC507 is a high temp, styrene safe, pressure sensitive adhesive.","/product-images/cc507.png","/TDS/7. Construction/CC507 (IC947)/TDS/FOR EMAIL FORZA_V1_CC507_TDS Construction Canister_1_3_24.pdf; /TDS/7. Construction/CC507 (IC947)/TDS/FORZA_V1_CC507_TDS Construction Canister_1_3_24.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""High-Temp Pressure Sensitive Adhesive"",""viscosity"":""600-900 cps"",""solids"":""30-40%"",""flashPoint"":"">180°F"",""potLife"":""6 hours"",""cureTime"":""4-8 hours"",""temperatureRange"":""-30°F to +200°F"",""substrates"":[""Styrene"",""Plastic"",""Metal"",""Wood"",""Fabric""],""applications"":[""High-Temp Bonding"",""Industrial Assembly"",""Automotive Parts"",""Construction""],""features"":[""High-Temp Resistant"",""Styrene Safe"",""Chemical Resistant"",""Durable""],""certifications"":[""High-Temp Rated"",""Styrene Safe""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""8.2 lbs/gal"",""pH"":""6.8-7.2"",""color"":""Clear to Light Amber"",""odor"":""Minimal"",""shelfLife"":""15 months"",""storageConditions"":""Store at 50-80°F, avoid direct sunlight""}",""
"cc513","CC513 – NON FLAM/NON-METHYLENE CHLORIDE CONTRACT ADHESIVE","CC513 – NON FLAMMABLE/NON-METHYLENE CHLORIDE CONTACT ADHESIVE","ForzaBOND™ C-C513 is a non-flammable, non-methylene chloride contact adhesive.","/product-images/cc513.png","/TDS/7. Construction/CC513 (IC932)/TDS/FOR EMAIL FORZA_V2_CC513_TDSConstructionCanister_5.14.25.pdf; /TDS/7. Construction/CC513 (IC932)/TDS/FORZA_V2_CC513_TDSConstructionCanister_5.14.25.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""Non-Flammable Contact Adhesive"",""viscosity"":""800-1200 cps"",""solids"":""25-35%"",""flashPoint"":""Non-Flammable"",""potLife"":""8 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Wood"",""Metal"",""Plastic"",""Fabric"",""Fiberglass""],""applications"":[""Construction Bonding"",""Industrial Assembly"",""Furniture Manufacturing"",""Automotive""],""features"":[""Non-Flammable"",""Safe Handling"",""Chemical Resistant"",""Durable""],""certifications"":[""Non-Flammable"",""VOC Compliant""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""8.0 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Blue"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container closed""}",""
"cc515","CC515 – PRESSURE SENSITIVE ADHESIVE","CC515 – PRESSURE SENSITIVE ADHESIVE","ForzaBOND™ CC515 is an aggressive and fast-drying pressure sensitive adhesive designed to bond a vast range of substrates.","/product-images/cc515.png","/TDS/7. Construction/CC515 (IC934)/TDS/FOR EMAIL FORZA_V1_CC515_TDS Construction Canister_Aerosol 1_11_24.pdf; /TDS/7. Construction/CC515 (IC934)/TDS/FORZA_V1_CC515_TDS Construction Canister_Aerosol 1_11_24.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""Pressure Sensitive Adhesive"",""viscosity"":""400-700 cps"",""solids"":""20-30%"",""flashPoint"":"">140°F"",""potLife"":""4 hours"",""cureTime"":""2-6 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Wood"",""Metal"",""Plastic"",""Paper"",""Fabric""],""applications"":[""General Bonding"",""Industrial Assembly"",""Packaging"",""Construction""],""features"":[""Versatile"",""Easy Application"",""Good Adhesion"",""Cost Effective""],""certifications"":[""VOC Compliant""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""7.5 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"cc519","CC519 – CA COMPLIANT CONTACT ADHESIVE","CC519 – CA COMPLIANT CONTACT ADHESIVE","ForzaBOND™ CC519 is a Low VOC, CA Compliant, Multi-Purpose, Contact Adhesive.","/product-images/cc519.png","/TDS/7. Construction/CC519 (IC933)/TDS/FOR EMAIL FORZA_V2_CC519_TDSConstructionCanister_Aerosol 5_12_25.pdf; /TDS/7. Construction/CC519 (IC933)/TDS/FORZA_V2_CC519_TDSConstructionCanister_Aerosol 5_12_25.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""CA Compliant Contact Adhesive"",""viscosity"":""600-900 cps"",""solids"":""25-35%"",""flashPoint"":"">150°F"",""potLife"":""6 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Wood"",""Metal"",""Plastic"",""Fabric"",""Fiberglass""],""applications"":[""Construction Bonding"",""Industrial Assembly"",""Furniture Manufacturing"",""Automotive""],""features"":[""CA Compliant"",""Strong Bond"",""Chemical Resistant"",""Durable""],""certifications"":[""CA Compliant"",""VOC Compliant""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""7.8 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"cc503-aa","CC503 AA – LOW VOC, CA COMPLIANT, MULTI-PURPOSE ADHESIVE","CC503 AA – LOW VOC, CA COMPLIANT, MULTI-PURPOSE ADHESIVE","ForzaBOND™ CC503 is a Low VOC, CA Compliant, Multi-Purpose Contact Adhesive.","/product-images/cc503-aa.png","","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""Multi-Purpose Aerosol Adhesive"",""viscosity"":""Aerosol Spray"",""solids"":""15-25%"",""flashPoint"":"">120°F"",""potLife"":""Immediate"",""cureTime"":""1-4 hours"",""temperatureRange"":""-20°F to +140°F"",""substrates"":[""Wood"",""Metal"",""Plastic"",""Fabric"",""Paper""],""applications"":[""General Bonding"",""Industrial Assembly"",""Packaging"",""Construction""],""features"":[""Low VOC"",""CA Compliant"",""Easy Application"",""Versatile""],""certifications"":[""CA Compliant"",""VOC Compliant""],""packaging"":[""Aerosol Can"",""Bulk Containers""]}","{""density"":""6.8 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"c-c360","C-C360 – HIGH-TEMP NEOPRENE CONTACT ADHESIVE","C-C360 – HIGH-TEMP NEOPRENE CONTACT ADHESIVE","ForzaBOND™ C-C360 is flammable, high-performance, neoprene contact adhesive.","/product-images/c-c360.png","/TDS/7. Construction/C-C360 (C130)/TDS/FOR EMAIL FORZA_V2_C-C360_TDS-Construction-Pail_1.24.25.pdf; /TDS/7. Construction/C-C360 (C130)/TDS/FORZA_V2_C-C360_TDS-Construction-Pail_1.24.25.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""High-Temp Neoprene Contact Adhesive"",""viscosity"":""800-1200 cps"",""solids"":""30-40%"",""flashPoint"":"">180°F"",""potLife"":""8 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-30°F to +200°F"",""substrates"":[""Neoprene"",""Rubber"",""Metal"",""Plastic"",""Fabric""],""applications"":[""High-Temp Bonding"",""Industrial Assembly"",""Automotive Parts"",""Construction""],""features"":[""High-Temp Resistant"",""Neoprene Compatible"",""Chemical Resistant"",""Durable""],""certifications"":[""High-Temp Rated"",""Neoprene Safe""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""8.5 lbs/gal"",""pH"":""6.8-7.2"",""color"":""Clear to Light Amber"",""odor"":""Minimal"",""shelfLife"":""15 months"",""storageConditions"":""Store at 50-80°F, avoid direct sunlight""}",""
"c-c551","C-C551 NON-FLAMMABLE SPRAYABLE CONTACT ADHESIVE","C-C551 – NON-FLAMMABLE SPRAYABLE CONTACT ADHESIVE","ForzaBOND™ C-C551 is flammable, high-performance, spray contact adhesive.","/product-images/c-c551.png","/TDS/7. Construction/C-C551 (C331)/TDS/FOR EMAIL FORZA_V1_C-C551_TDS_Pail_8.5.24.pdf; /TDS/7. Construction/C-C551 (C331)/TDS/FORZA_V1_C-C551_TDS_Pail_8.5.24.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""Non-Flammable Sprayable Contact Adhesive"",""viscosity"":""600-900 cps"",""solids"":""25-35%"",""flashPoint"":""Non-Flammable"",""potLife"":""6 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Wood"",""Metal"",""Plastic"",""Fabric"",""Fiberglass""],""applications"":[""Construction Bonding"",""Industrial Assembly"",""Furniture Manufacturing"",""Automotive""],""features"":[""Non-Flammable"",""Sprayable"",""Safe Handling"",""Chemical Resistant""],""certifications"":[""Non-Flammable"",""VOC Compliant""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""7.8 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Blue"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container closed""}",""
"c-oa98","C-OA98 HYBRID POLYMER, MOISTURE CURE ADHESIVE","C-OA98 HYBRID POLYMER, MOISTURE CURE ADHESIVE","ForzaBOND™ C-OA98 is a hybrid polymer, moisture cure adhesive.","/product-images/c-oa98.png","/TDS/7. Construction/C-OA98 (OS24)/TDS/FOR EMAIL FORZA_V1_C-OA98_TDS_Construction_Canister_Aerosol 4_16_24.pdf; /TDS/7. Construction/C-OA98 (OS24)/TDS/FORZA_V1_C-OA98_TDS_Construction_Canister_Aerosol 4_16_24.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""Hybrid Polymer Moisture Cure Adhesive"",""viscosity"":""200,000-300,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""24-48 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Wood"",""Metal"",""Plastic"",""Concrete"",""Fiberglass""],""applications"":[""Construction Bonding"",""Industrial Assembly"",""Automotive Parts"",""Marine""],""features"":[""Hybrid Polymer"",""Moisture Cure"",""High Performance"",""Chemical Resistant""],""certifications"":[""VOC Compliant"",""Moisture Cure""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon Pail""]}","{""density"":""1.4 g/cm³"",""pH"":""Neutral"",""color"":""Black"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"c-os55","C-OS55 – HYBRID POLYMER, SINGLE COMPONENT CURE, WITH OUTSTANDING ADHESIVE/SEALING PROPERTIES","C-OS55 – HYBRID POLYMER SINGLE COMPONENT CURE, WITH OUSTANDING ADHESIVE/SEALING PROPERTIES","ForzaBOND™ C-OS55 is a Hybrid Polymer, Single Component Cure, with outstanding Adhesive/Sealing properties.","/product-images/c-os55.png","/TDS/7. Construction/C-OS55 (OS35)/TDS/FOR EMAIL FORZA _V2_C-OS55_TDS_ConstructionSealant_6.4.24.pdf; /TDS/7. Construction/C-OS55 (OS35)/TDS/FORZA _V2_C-OS55_TDS_ConstructionSealant_6.4.24.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","{""type"":""Hybrid Polymer Single Component Adhesive"",""viscosity"":""250,000-350,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""45 minutes"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Wood"",""Metal"",""Plastic"",""Concrete"",""Fiberglass""],""applications"":[""Construction Bonding"",""Industrial Assembly"",""Automotive Parts"",""Marine""],""features"":[""Hybrid Polymer"",""Single Component"",""Adhesive/Sealing"",""High Performance""],""certifications"":[""VOC Compliant"",""Single Component""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon Pail""]}","{""density"":""1.5 g/cm³"",""pH"":""Neutral"",""color"":""Black"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"c-r329","C-R329 – TWO-PART METHACRYLATE ADHESIVE","C-R329 TWO-PART METHACRYLATE ADHESIVE","ForzaBOND™ C-R329 is a 2-part methacrylate adhesive designed to bond a wide range of substrates.","/product-images/c-r329.png","/TDS/7. Construction/C-R329 (R519)/TDS/FOR EMAIL FORZA_V1_C-R329_TDSConstructionDrum8.19.24.pdf; /TDS/7. Construction/C-R329 (R519)/TDS/FORZA_V1_C-R329_TDSConstructionDrum8.19.24.pdf","BOND","Adhesive","Epoxy","Medium","construction","{""type"":""Two-Part Methacrylate Adhesive"",""viscosity"":""50,000-100,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""5 minutes"",""cureTime"":""2-4 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Fiberglass"",""Wood"",""Concrete""],""applications"":[""Structural Bonding"",""Industrial Assembly"",""Automotive Parts"",""Construction""],""features"":[""Two-Part"",""Methacrylate"",""High Strength"",""Fast Cure""],""certifications"":[""Structural Rated"",""Two-Part System""],""packaging"":[""Dual Cartridge"",""Bulk Containers""]}","{""density"":""1.2 g/cm³"",""pH"":""Neutral"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"c-r552","C-R552 – TWO-PART MODIFIED EPOXY","C-R552 – TWO-PART MODIFIED EPOXY","ForzaBOND™ C-R552 is a two-part modified epoxy adhesive with moderate cure and a wide range of purposes.","/product-images/c-r552.png","/TDS/7. Construction/C-R552 (R221)/TDS/FOR EMAIL FORZA_V1_C-R552_TDSConstructionDrum8.19.24.pdf; /TDS/7. Construction/C-R552 (R221)/TDS/FORZA_V1_C-R552_TDSConstructionDrum8.19.24.pdf","BOND","Adhesive","Epoxy","Medium","construction","{""type"":""Two-Part Modified Epoxy"",""viscosity"":""100,000-200,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""4-8 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Fiberglass"",""Wood"",""Concrete""],""applications"":[""Structural Bonding"",""Industrial Assembly"",""Automotive Parts"",""Construction""],""features"":[""Two-Part"",""Modified Epoxy"",""High Strength"",""Chemical Resistant""],""certifications"":[""Structural Rated"",""Two-Part System""],""packaging"":[""Dual Cartridge"",""Bulk Containers""]}","{""density"":""1.3 g/cm³"",""pH"":""Neutral"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"c-r560","C-R560 – TWO-PART 5 MINUTE EPOXY ADHESIVE","C-R560 – TWO-PART 5 MINUTE EPOXY ADHESIVE","ForzaBOND™ C-R560 is a two-part, reactive adhesive with a very fast cure and a wide range of uses.","/product-images/c-r560.png","/TDS/7. Construction/C-R560 (R160)/TDS/FOR EMAIL FORZA_V1_C-R560_TDS Construction-Sausage_6.26.24.pdf; /TDS/7. Construction/C-R560 (R160)/TDS/FORZA_V1_C-R560_TDS Construction-Sausage_6.26.24.pdf","BOND","Adhesive","Epoxy","Medium","construction","{""type"":""Two-Part 5 Minute Epoxy"",""viscosity"":""50,000-100,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""5 minutes"",""cureTime"":""5 minutes"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Fiberglass"",""Wood"",""Concrete""],""applications"":[""Quick Repairs"",""Industrial Assembly"",""Automotive Parts"",""Construction""],""features"":[""Fast Cure"",""Two-Part"",""High Strength"",""Quick Setting""],""certifications"":[""Fast Cure"",""Two-Part System""],""packaging"":[""Dual Cartridge"",""Bulk Containers""]}","{""density"":""1.2 g/cm³"",""pH"":""Neutral"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
